AC;ACRELÂNDIA;OFICIAL DE REGISTRO DE IMÓVEIS DE ACRELÂNDIA - AC;MILIANE GOMES;Rua Geraldo Barbosa;766;69945-000;Centro;68;32351080;ofunicodeacrelandia@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AC;TARAUACÁ;OFICIAL DE REGISTRO DE IMÓVEIS DE TARAUACA - AC;PRISCILLA DE LIMA BEZERRA;Rua Epaminondas Jacome;904;69970-000;Centro;68;34622635;cartoriotk@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AC;XAPURI;OFICIAL DE REGISTRO DE IMÓVEIS DE XAPURI - AC;ORMIZETE SOARES DE OLIVEIRA;Rua Coronel Brandão;336;69930-000;Centro;68;35422092;cartorio-xapuri@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;ÁGUA BRANCA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE ÁGUA BRANCA - AL;JUAREZ FREIRE DOS SANTOS JÚNIOR;Rua MATRIZ EMPRESARIAL   ;5;57490-000;Centro;82;996144160;aguabranca1cartorio@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;ANADIA;2° OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE ANADIA - AL;ELIENE BARBOSA FIDELIS DE AMORIM;Rua SÃO FELIX,  ;145;57660-000;Centro;82;829964458;cartorio2oficioanadia@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;ARAPIRACA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE ARAPIRACA - AL;CYRA RIBEIRO;Rua LUCIO ROBERTO,  ;43;57300-360;CENTRO;82;35212570;cartorio1oara_al@hotmail.com;  www.primeirocartorio-al.com.br;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;ATALAIA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE ATALAIA - AL;RODRIGO ALMEIDA ALBUQUERQUE;Rua SANTA INÊS,  ;210;57000-690;José Paulino;82;999347950;cartoriodeimoveisdeatalaia@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;BATALHA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE BATALHA - AL;NATHALLY FERREIRA COSTA;Rua MANOEL DE FARIAS, ;76;57420-000;Centro;82;99609-5555;cartoriobat@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;BELEM;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE BELEM - AL;SEVERINA MONTEIRO DE ARAÚJO;Rua NOVA,   ;42-A;57630-000;Centro;82;82352511;cartorioimoveisbelem@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;BOCA DA MATA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE BOCA DA MATA - AL;PEDRO JORGE GUIMARÃES ALMEIDA;Rua MARIA STELLA DE AMORIM;96;57680-000;Centro;82;996568322;uonr.bm@ig.com.br;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;BRANQUINHA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE BRANQUINHA - AL;JADIANA LUZIA GOMES;Rua DR. PRADO OMENA, ;S/N;57830-000;Centro;82;99104-6901;cartoriounicooficiobranquinha@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;CACIMBINHAS;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE CACIMBINHAS - AL;ETIENE SOUZA GONZAGA;Rua 19 DE SETEMBRO, ;2;57570-000;CENTRO;82;998357248;cartorioluizsoutoneto@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;CAJUEIRO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE CAJUEIRO - AL;LUIZ ALBERTO RIBEIRO DE SOUZA;Rua DOS LAGEDOS  ;64;57770-000;CENTRO;82;99121212;betojaci64@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;CAMPO ALEGRE;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE CAMPO ALEGRE - AL;OLIVAL VIEIRA GUIMARÃES;Rua DO COMERCIO;60;57250-000;CENTRO;82;996556633;cartoriocampoalegre@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;CAPELA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE CAPELA - AL;MAURO JORGE TENÓRIO GOMES;Rua FRANCISCO AVELINO,  ;430;57052-224;centro;18;82999891818;cartoriocapela@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;COLONIA LEOPOLDINA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE COLONIA LEOPOLDINA - AL;JÚLIA MOURA ANDRADE;Rua DOM PEDRO II  ;46;57975-000;CENTRO;82;82961059;cartorio_colonia1@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;CORURIPE;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE CORURIPE - AL;ANTONIO  DE BULHÕES BARBOSA JÚNIOR;Rua LINDOLFO SIMÕES,  ;270;57230-000;CENTRO;82;999206881;cartoriocoruripe@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;CRAIBAS;CARTÓRIO DO ÚNICO OFÍCIO - SERVIÇOS NOTARIAL E REGISTRAL;RONEGE VALÉRIA DOS SANTOS ALVES;Rua PEDRO GAMA,  ;17;57320-000;Centro;82;99152-7172;cartuocraibasal@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;DELMIRO GOUVEIA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE DELMIRO GOUVEIA - AL;ADEILDO DAMASCENO SANTOS;Rua Treze de Maio;282;57480-000;CENTRO;82;36411728;cartoriodelmirogouveia@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;DOIS RIACHOS;1º OFICIAL DE REGISTRO DE IMOVEIS DE DOIS RIACHOS;JOSELMA RAMOS SILVA;Rua DA INDEPENDÊNCIA,  ;35;57560-000;Centro;82;981809042;cartoriounico2riacho@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;FEIRA GRANDE;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE FEIRA GRANDE - AL;JOSÉ EDERALDO DOS SANTOS;Avenida TEIXEIRA DE FREITAS;14;57340-000;CENTRO;82;35241206;cartoriodounicooficiodefgal@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;FLEXEIRAS;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE FLEXEIRAS - AL;LÚCIA FERREIRA SANTOS;Rua CORONEL ALCÂNTARA,  ;64;57995-000;CENTRO;82;82991844249;rg.flexeiras@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;GIRAU DO PONCIANO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE GIRAU DO PONCIANO - AL;ALFREDO DE OLIVEIRA SILVA;Rua MANOEL JOÃO NETO, ;337;57360-000;CENTRO;82;82352014;cartorio.girau@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;IBATEGUARA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE IBATEGUARA - AL;RALF LUIZ DE OLIVEIRA ALBUQUERQUE;Rua CEL. CARLOS LYRA, ;260;57890-000;Centro;82;32031101;cartoriodounicooficioibateguara@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;IGACI;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE IGACI - AL;SHIRLEANE DE ARAÚJO TENÓRIO ALVES;Rua JUCA TENÓRIO,  ;74;57620-000;Jacuípe;82;999681601;unicooficioigaci@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;IGREJA NOVA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE IGREJA NOVA - AL;LEIDIANE DE LIMA BATISTA;Rua CORONEL PEDRO FALCÃO;182;57280-000;CENTRO;82;82355411;cartoriounicooficioigrejanova@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;JACARE DOS HOMENS;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE JACARE DOS HOMENS - AL;MARIA LUIZA MELO DANTAS;Rua JOSÉ TEÓFILO SILVA, ;S/N;57430-000;Centro;82;996076574;cartoriojacare@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;JOAQUIM GOMES;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE JOAQUIM GOMES - AL;HILTON LOUREIRO NETO;Rua DR. NELITO,  ;82;57980-000;Centro;82;82325211;cartoriojgomes@outlook.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;JUNDIA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE JUNDIA - AL;WELLINGTON LUIZ PEREIRA CASSIANO BARROS;Rua NOSSA SENHORA DA CONCEIÇÃO;S/N;57965-000;Centro;82;829980591;cartoriounicojundia@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;JUNQUEIRO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE JUNQUEIRO - AL;VERA LÚCIA FERREIRA DA SILVA;Rua JOAQUIM FERREIRA DA COSTA;210;57270-000;Centro;82;3541-1321;cartoriodejunqueiro@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;LAGOA DA CANOA;1º OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE LAGOA DA CANOA - AL;DANIELA NUNES DOS SANTOS;Rua DO COMERCIO,  ;4;57330-000;Centro;82;996053352;unicooficiolagoadacanoa@outlook.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;LIMOEIRO DE ANADIA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE LIMOEIRO DE ANADIA - AL;ROSIBER OLIVEIRA DE MELO JUNIOR ;Rua MAJOR LUIZ CARLOS ;S/N;57260-000;Centro;82;829997390;cartorio1_limoeiro@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MACEIÓ;1° OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MACEIO - AL;STELIO DARCI CERQUEIRA DE ALBUQUERQUE;Praça DOS PALMARES,  ;36;57020-150;CENTRO;82;32234425;1regmac@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MACEIÓ;2° OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MACEIO - AL;CLAUDIO PEREIRA DE ANDRADE;Rua 16 DE SETEMBRO, ;94;57017-020;Levada;82;3221-2052;segundocartorio.imoveismcz@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MACEIÓ;3° OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MACEIO - AL;SERGIO TOLEDO DE ALBUQUERQUE;PRAÇA PALMARES, LJ 01 TERREO ;36;57020-150;Centro;82;32212185;stda@uol.com.br;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MAJOR ISIDORO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MAJOR ISIDORO - AL;HENRY SIDNEY AMARAL ARAÚJO;Rua SANTO ANTÔNIO  ;S/N;57580-000;Centro;82;82342415;henrysamaral@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MARAGOGI;1° OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MARAGOGI - AL;JOÃO EUDES NETTO DE ASSIS;Rua JANGADEIROS,   ;19;57955-000;Carvão;82;994037226;cartorio1oficiomaragogial@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MARAVILHA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MARAVILHA - AL; FABIELE DOS SANTOS MARTINS;Rua JOSÉ VIEIRA DE CARVALHO,;S/N;57520-000;CENTRO;82;3625-1141;jlcartorio@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MARECHAL DEODORO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MARECHAL DEODORO - AL;NEWTON DE MOURA OMENA PERERIRA;Rua TENENTE JOSÉ TOMÉ, ;115;57160-000;Centro;82;32632389;cartoriomarechal@outlook.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MARIBONDO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MARIBONDO - AL;JOSÉ ALDO DE ALMEIDA OLIVEIRA;Rua ALYSSON COSTA DE OLIVEIRA;95;57670-000;CENTRO;82;999726669;cartoriomaribondo@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MATA GRANDE;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MATA GRANDE - AL;MANOEL IRAN VILAR MALTA;Rua EUSTÁQUIO MALTA  ;130;57540-000;Centro;82;999765006;cartorio.mtg@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MATRIZ DE CAMARAGIBE;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MATRIZ DE CAMARAGIBE - AL;BARBARA LUANNA DA SILVA;Rua OUVIDOR JOSE DE MENDONÇA;S/N;57910-000;CENTRO;82;82325111;matrizcartorio_unicooficio@outlook.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MESSIAS;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MESSIAS - AL;RHAYANA MARIA RAMALHO DA SILVA;Rua PAULINO DE BARROS CALHEIROS,;S/N;57990-000;CENTRO;82;82326211;cartoriodeimoveismessias@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MONTEIROPOLIS;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MONTEIROPOLIS - AL;JEANE BEZERRA SILVA;Rua MANOEL MONTEIRO TORRES, ;125;57440-000;Centro;82;82997891;jeane-e-claudio@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;MURICI;1° OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE MURICI - AL;FERNANDA AGUIAR VASCONCELOS;Rua FIRMINO DE QUEIRÓS, ;152;57820-000;Centro;82;999842625;cartoriorimurici@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;NOVO LINO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE NOVO LINO - AL;VALMIR GOMES DE FREITAS;Rua DO COMÉRCIO,  ;287-A;57970-000;Centro;82;82993877680;cartoriouniconovolino@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;OLIVENCA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE OLIVENCA - AL;WESLLEY BARROS REZENDE CARVALHO;Rua CEL. BELARMINO VIEIRA DE OLIVEIRA;84;57550-000;Centro;82;829817506;notaseregistrosolivenca@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;OURO BRANCO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE OURO BRANCO - AL; FABIELE DOS SANTOS MARTINS;Rua DO COMÉRCIO,  ;72;57525-000;Centro;82;981914873;notaseregistrosourobranco@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PALMEIRA DOS INDIOS;2° OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PALMEIRA DOS INDIOS - AL;FRANKLIN MOTA BITTENCOURT;Rua JOSÉ E MARIA PASSOS,;300;57600-030;CENTRO;82;3421-2967;cartorionotarialeregistral@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PAO DE ACUCAR;1° OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PAO DE ACUCAR - AL;DJENAL PEREIRA DE SOUZA;PRAÇA MORENO BRANDÃO,  ;46;57400-000;Centro;82;988534363;cartorio1.pda@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PASSO DE CAMARAGIBE;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PASSO DE CAMARAGIBE - AL;DJALMA TAVARES DA CUNHA MELLO NETO;Rua SÃO SEBASTIÃO,  ;65;57930-000;Centro;82;829966213;cartoriodopassodecamaragibe@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PAULO JACINTO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PAULO JACINTO - AL;JOAQUIM CASSIANO DE OLIVEIRA;Travessa SÃO SEBASTIÃO,  ;15;57740-000;Centro;82;82999925296;joaquimcassiano@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PENEDO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PENEDO - AL;LUIZ CAMPOS TEIXEIRA NETTO;Rua SIQUEIRA CAMPOS,  ;Nº57;57200-000;CENTRO;82;35512532;cartorio1ofregistropenedo@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PIACABUCU;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PIACABUCU - AL;FRANCISCO SERAFIM DE MELO;Rua MESTRE FRANCELINO,  ;256;57210-000;CENTRO;82;35521468;cartoriomelo1@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PILAR;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PILAR - AL;ROSA MARIA RODRIGUES LIMA DE OLIVEIRA;Rua LUIZ RAMOS,  ;166;57150-000;centro;82;82326535;cartoriopilar@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PINDOBA;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PINDOBA - AL;MARIA DE FÁTIMA DOS SANTOS;Rua DO COMÉRCIO  ;34;57720-000;Centro;82;829996659;cartoriodounicooficio@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PIRANHAS;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PIRANHAS - AL;HELOÍSA MARIA DE SOUZA LEITE;Rua JOSÉLIA MARIA DE SOUZA REZENDE;133;57460-000;Centro;82;36861247;helosouzaleite@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;POCO DAS TRINCHEIRAS;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE POCO DAS TRINCHEIRAS - AL;CID ARAGÃO WANDERLEY;Rua ANTÔNIO SOARES,  ;14;57510-000;Centro;82;82981883000;of.reg.imoveispoco@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PORTO CALVO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PORTO CALVO - AL;ROSANGELA MARIA DOS SANTOS;PRAÇA APOLINÁRIO DE GUSMÃO;91-A;57900-000;Centro;82;32921351;cartorioregistros@hotmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PORTO DE PEDRAS;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PORTO DE PEDRAS - AL;ANA LEONOR MONTEIRO BALBINO;Rua CEL. AVELINO CUNHA ;156;57945-000;Centro;82;82991312560;cartorio.unico.of.portodepedras@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;PORTO REAL DO COLEGIO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE PORTO REAL DO COLEGIO - AL;JAELSON TENóRIO DE HOLANDA;Rua DA ALEGRIA,  ;35;57290-000;Centro;82;829915078;cartorio.imoveis.prcolegio@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;QUEBRANGULO;1º OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE QUEBRANGULO - AL;SÔNIA MARIA DE LIMA ARAÚJO;Rua DO COMERCIO  ;160;57750-000;CENTRO;82;996701100;atendimento@cartoriounicoquebrangulo.com.br;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
AL;RIO LARGO;OFICIAL DE REGISTRO DE IMÓVEIS DA COMARCA DE RIO LARGO - AL;ANA MARIA OLIVEIRA DOS SANTOS;Avenida PRESIDENTE GETÚLIO VARGAS, ;111;57100-000;CENTRO;82;991300551;cartorio1oficiodeimoveisrl@gmail.com;Informação não cadastrada. ;Certidão Digital / e-Protocolo / Intimação-Consolidação;
